"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.375682792E0,3.352124989E-1,-2.877594233E-1,7.583737969E-1
3.395535792E0,4.112644792E-1,-4.974485636E-1,5.625652671E-1
3.415388792E0,3.570590615E-1,-4.820191264E-1,4.410694838E-1
3.435242792E0,1.794188172E-1,-4.222817421E-1,3.406316042E-1
3.455095792E0,-7.107494026E-2,-4.117667079E-1,2.771533132E-1
3.474948792E0,-2.895844579E-1,-3.530169427E-1,2.362395823E-1
3.494802792E0,-5.249453187E-1,-2.349782139E-1,1.327211559E-1
3.514655792E0,-6.969543099E-1,-1.385521293E-1,1.432612073E-2
3.534508792E0,-6.807363629E-1,8.577159047E-2,-2.143894732E-1
3.554362792E0,-6.038404107E-1,-1.787159964E-2,-3.016044796E-1
3.574215792E0,-6.120141745E-1,-2.172215432E-1,-1.133974567E-1
3.594068792E0,-7.847700715E-1,-5.280973911E-1,9.054858238E-2
3.613922792E0,-8.766354322E-1,-1.377349496E0,-1.153996438E-1
3.633775792E0,-8.750105500E-1,-1.876924753E0,-2.994301021E-1
3.653628792E0,-9.948924184E-1,-1.711592674E0,-2.979668975E-1
3.673481792E0,-9.457012415E-1,-1.311641574E0,-8.812987804E-2
3.693335792E0,-9.036599398E-1,-1.353813648E0,2.240555584E-1
3.713188792E0,-9.534336329E-1,-1.066541910E0,3.675589263E-1
3.733041792E0,-9.322265983E-1,-7.954060435E-1,4.364988804E-1
3.752895792E0,-6.859955192E-1,-4.536285400E-1,5.345835686E-1
3.772748792E0,-6.238694862E-2,9.168751538E-2,5.130238533E-1
3.792601792E0,4.484243989E-1,2.592008710E-1,2.267332226E-1
3.812455792E0,4.152545333E-1,4.417969584E-1,1.649885252E-2
3.832308792E0,1.296509206E-1,3.586965799E-1,3.350517154E-2
3.852161792E0,-1.368049067E-3,-3.960795999E-1,-5.436847359E-2
3.872015792E0,3.608564660E-2,-8.298779726E-1,2.614029869E-2
3.891868792E0,4.557037726E-2,-9.745048285E-1,1.651683599E-1
3.911721792E0,3.842771053E-2,-5.927817225E-1,1.311890185E-1
3.931575792E0,9.406972677E-3,-6.831039786E-1,1.438771188E-1
3.951428792E0,1.579456329E-1,-1.294076800E0,3.549157083E-2
3.971281792E0,4.942442477E-1,-2.450387478E0,-1.943004876E-2
3.991135792E0,6.263915896E-1,-3.032896519E0,1.269718558E-1
4.010988792E0,6.842680573E-1,-3.054585218E0,2.342305779E-1
4.030841792E0,5.359565616E-1,-2.417224169E0,2.322647870E-1
4.050695792E0,1.080103964E-1,-2.334905863E0,2.910821736E-1
4.070548792E0,-1.281662434E-1,-2.183209896E0,4.241235256E-1
4.090401792E0,5.856647491E-1,-2.803352594E0,8.564609885E-1
4.110255792E0,1.446263075E0,-3.092233658E0,9.444793463E-1
4.130108792E0,1.186716795E0,-1.780737638E0,8.127542734E-1
4.149961792E0,4.207432270E-1,-7.439327240E-1,9.685093164E-1
4.169815792E0,-9.187027812E-2,-8.057838678E-1,1.082493663E0
4.189668792E0,5.082688481E-2,-1.634824872E0,7.362397909E-1
4.209521792E0,4.141776860E-1,-2.521928072E0,2.314392626E-1
4.229375792E0,3.110481501E-1,-2.550720692E0,2.736943364E-1
4.249228792E0,-3.757981360E-1,-1.446244478E0,6.250851154E-1
4.269081792E0,-1.003048658E0,1.215246134E-2,1.147944331E0
4.288935792E0,-1.085449338E0,1.170824885E0,1.292209864E0
4.308788792E0,-7.397611141E-1,2.111026049E0,1.069961786E0
4.328641792E0,-1.377945095E-1,1.294238687E0,5.673447251E-1
4.348495792E0,2.154689282E-1,9.542046785E-1,2.614394203E-2
4.368348792E0,8.885855973E-2,8.798101544E-1,3.570223153E-1
4.388201792E0,-9.237511754E-1,1.985564113E0,9.609750509E-1
4.408055792E0,-2.340800285E0,2.309873104E0,1.126258016E0
4.427908792E0,-2.594368219E0,1.991238356E0,1.199347258E0
4.447761792E0,-1.282208323E0,1.238625765E0,1.251585007E0
4.467615792E0,2.715725601E-1,-3.561917543E-1,7.949653864E-1
4.487468792E0,8.673214912E-1,-5.938742161E-1,-1.344191581E-1
4.507321792E0,7.790859938E-1,-1.890980452E-1,-3.370369077E-1
4.527175792E0,6.611080766E-1,-7.998951077E-1,1.138638183E-1
4.547028792E0,7.499966621E-1,-1.419509649E0,3.075022697E-1
4.566881792E0,2.302667201E-1,-6.308350563E-1,4.250721037E-1
4.586735792E0,-1.376271248E0,8.332973719E-1,7.628661990E-1
4.606588792E0,-2.084907055E0,1.885024309E0,6.506561041E-1
4.626441792E0,-7.690229416E-1,2.486431599E0,6.658586264E-1
4.646295792E0,9.664005637E-1,2.866437435E0,7.532274723E-1
4.666148792E0,1.107417345E0,2.779747248E0,3.440990746E-1
4.686001792E0,7.050657272E-1,2.107975245E0,8.553315699E-2
4.705855792E0,3.198114634E-1,2.286282063E0,1.585282385E-1
4.725708792E0,-1.789745241E-1,2.795904160E0,1.962357759E-1
4.745561792E0,-4.548637569E-1,2.736758232E0,3.370489776E-1
4.765415792E0,-3.435936198E-2,2.325399637E0,2.598556876E-1
4.785268792E0,4.393145740E-1,1.239592075E0,-5.610267818E-2
4.805122792E0,6.547554135E-1,5.679591894E-1,-9.889633954E-2
4.824975250E0,4.342421591E-1,4.923148453E-1,-1.492114812E-1
4.844828250E0,-5.875921994E-2,1.020770669E0,-1.750731021E-1
4.864682250E0,-3.569895327E-1,7.571479082E-1,-1.426152289E-1
4.884535250E0,-3.351423144E-1,7.698471844E-2,-2.893786132E-1
4.904388250E0,-2.815134823E-1,-7.850136757E-1,-3.431433439E-1
4.924242250E0,-1.802878380E-1,-1.865700126E0,-1.862943769E-1
