"Time (s)","X (hPa)"
3.942183484E2,1.021961136E3
3.952854834E2,1.021973648E3
3.963527054E2,1.021991882E3
3.974199174E2,1.022008743E3
3.984870964E2,1.022029419E3
3.995542734E2,1.022044907E3
4.006214454E2,1.022051697E3
4.016885934E2,1.022052536E3
4.027557934E2,1.022052536E3
4.038229854E2,1.022063065E3
4.048901784E2,1.022083435E3
4.059573704E2,1.022096786E3
4.070246134E2,1.022115479E3
4.080918034E2,1.022125778E3
4.091589814E2,1.022125778E3
4.102261644E2,1.022102890E3
4.112933794E2,1.022083130E3
4.123605804E2,1.022055054E3
4.134278034E2,1.022022247E3
4.144950524E2,1.021991501E3
4.155622614E2,1.021968155E3
4.166294164E2,1.021944199E3
4.176966344E2,1.021926498E3
4.187638954E2,1.021916962E3
4.198310814E2,1.021909561E3
4.208983364E2,1.021907349E3
4.219655494E2,1.021907349E3
4.230327324E2,1.021911545E3
4.240999584E2,1.021911545E3
4.251672434E2,1.021908722E3
4.262345224E2,1.021897125E3
4.273017474E2,1.021875305E3
4.283689814E2,1.021847687E3
4.294362394E2,1.021817780E3
4.305034264E2,1.021810913E3
4.315706094E2,1.021810913E3
4.326377864E2,1.021822052E3
4.337050084E2,1.021839676E3
4.347721644E2,1.021858597E3
4.358393454E2,1.021861343E3
4.369065984E2,1.021861343E3
4.379738324E2,1.021855927E3
4.390410354E2,1.021846085E3
4.401083204E2,1.021837769E3
4.411755834E2,1.021837769E3
4.422428574E2,1.021838226E3
4.433101784E2,1.021848373E3
4.443775154E2,1.021868973E3
4.454447914E2,1.021899261E3
4.465120154E2,1.021933823E3
4.475792364E2,1.021966705E3
4.486464854E2,1.021995316E3
4.497137854E2,1.022017365E3
4.507811114E2,1.022028961E3
4.518484174E2,1.022035522E3
4.529156644E2,1.022039337E3
4.539828944E2,1.022039337E3
4.550501184E2,1.022028732E3
4.561173184E2,1.022011261E3
4.571845284E2,1.021988907E3
4.582517494E2,1.021952515E3
4.593190304E2,1.021901169E3
4.603862354E2,1.021839294E3
4.614535094E2,1.021770096E3
4.625207814E2,1.021687317E3
4.635880154E2,1.021608963E3
4.646552184E2,1.021533203E3
4.657224544E2,1.021472778E3
4.667896834E2,1.021417847E3
4.678569174E2,1.021359329E3
4.689241244E2,1.021292572E3
4.699913474E2,1.021221008E3
4.710585544E2,1.021139603E3
4.721257624E2,1.021044540E3
4.731929574E2,1.020951538E3
4.742601774E2,1.020868454E3
4.753274324E2,1.020785065E3
4.763947274E2,1.020694046E3
4.774619754E2,1.020624619E3
4.785292674E2,1.020587387E3
4.795965344E2,1.020548859E3
4.806637974E2,1.020533447E3
4.817311324E2,1.020511627E3
4.827985184E2,1.020511627E3
4.838658764E2,1.020523834E3
4.849332324E2,1.020556183E3
4.860005464E2,1.020592651E3
4.870678884E2,1.020680389E3
4.881352634E2,1.020747757E3
4.892025764E2,1.020823288E3
4.902699214E2,1.020890884E3
4.913372874E2,1.020972595E3
4.924046114E2,1.021066971E3
4.934719154E2,1.021163101E3
4.945392044E2,1.021244202E3
4.956065584E2,1.021334839E3
4.966739234E2,1.021413574E3
4.977412384E2,1.021473770E3
4.988085364E2,1.021511765E3
4.998758644E2,1.021548309E3
5.009431994E2,1.021562500E3
5.020104874E2,1.021562500E3
5.030777574E2,1.021558685E3
5.041450324E2,1.021551895E3
5.052123134E2,1.021547775E3
5.062796054E2,1.021546860E3
5.073469534E2,1.021543503E3
5.084142854E2,1.021534271E3
5.094816014E2,1.021525650E3
5.105488654E2,1.021514206E3
5.116161694E2,1.021504135E3
5.126834894E2,1.021490479E3
5.137508314E2,1.021474838E3
5.148181794E2,1.021462631E3
5.158855454E2,1.021438065E3
5.169529624E2,1.021411514E3
5.180204224E2,1.021411514E3
5.190878554E2,1.021417465E3
5.201552864E2,1.021434937E3
5.212226844E2,1.021478882E3
5.222901324E2,1.021546707E3
5.233575824E2,1.021601181E3
5.244250194E2,1.021641464E3
5.254924294E2,1.021665344E3
5.265598354E2,1.021679306E3
5.276272544E2,1.021679459E3
5.286946804E2,1.021683731E3
5.297621264E2,1.021689453E3
5.308295964E2,1.021708145E3
5.318970904E2,1.021731873E3
5.329645664E2,1.021749039E3
5.340320304E2,1.021763077E3
5.350995134E2,1.021772385E3
5.361669714E2,1.021785660E3
5.372345024E2,1.021793976E3
5.383020294E2,1.021813126E3
5.393695094E2,1.021835480E3
5.404369664E2,1.021857758E3
5.415043964E2,1.021882935E3
5.425718024E2,1.021911926E3
5.436392064E2,1.021936493E3
5.447065954E2,1.021960983E3
5.457740174E2,1.021993179E3
5.468414644E2,1.022027512E3
5.479089344E2,1.022054443E3
5.489763334E2,1.022077332E3
5.500437124E2,1.022093124E3
5.511111474E2,1.022105408E3
5.521785614E2,1.022107315E3
5.532459884E2,1.022111282E3
5.543134774E2,1.022111282E3
5.553809784E2,1.022103729E3
5.564484644E2,1.022099915E3
5.575159464E2,1.022093201E3
5.585834424E2,1.022081833E3
5.596509944E2,1.022067947E3
5.607185234E2,1.022064133E3
5.617859684E2,1.022053146E3
5.628533964E2,1.022052917E3
5.639208264E2,1.022052917E3
5.649882664E2,1.022060547E3
5.660557224E2,1.022063904E3
5.671231774E2,1.022071228E3
5.681906144E2,1.022074890E3
5.692580414E2,1.022078400E3
5.703254704E2,1.022082443E3
5.713928704E2,1.022086411E3
5.724603184E2,1.022097244E3
5.735278304E2,1.022114639E3
5.745953584E2,1.022130280E3
5.756628804E2,1.022145615E3
5.767304024E2,1.022163696E3
5.777979024E2,1.022173004E3
5.788654314E2,1.022179718E3
5.799329674E2,1.022179718E3
5.810005454E2,1.022177963E3
5.820681004E2,1.022166290E3
5.831356434E2,1.022156296E3
5.842031624E2,1.022146759E3
5.852707154E2,1.022135010E3
5.863383064E2,1.022129974E3
5.874058824E2,1.022126617E3
5.884734214E2,1.022115555E3
5.895409754E2,1.022102280E3
5.906085294E2,1.022090225E3
5.916760534E2,1.022076187E3
5.927435784E2,1.022064514E3
5.938110504E2,1.022061996E3
5.948785424E2,1.022061996E3
5.959460434E2,1.022066650E3
5.970135774E2,1.022075882E3
5.980811594E2,1.022085190E3
5.991487764E2,1.022095718E3
6.002163634E2,1.022105637E3
6.012839434E2,1.022112122E3
6.023515084E2,1.022115707E3
6.034191014E2,1.022115707E3
6.044866794E2,1.022115326E3
6.055542914E2,1.022111664E3
6.066219684E2,1.022111664E3
6.076895684E2,1.022112808E3
6.087571884E2,1.022112808E3
6.098248624E2,1.022112274E3
6.108926144E2,1.022105637E3
6.119602924E2,1.022100525E3
6.130279374E2,1.022088928E3
6.140956124E2,1.022076111E3
6.151632384E2,1.022071533E3
6.162308434E2,1.022060547E3
6.172984334E2,1.022052155E3
6.183660134E2,1.022049561E3
6.194335874E2,1.022049561E3
6.205011924E2,1.022057419E3
6.215688004E2,1.022074661E3
6.226364034E2,1.022085571E3
6.237039794E2,1.022097549E3
6.247716334E2,1.022097549E3
6.258392354E2,1.022095490E3
6.269068614E2,1.022088928E3
6.279744804E2,1.022080078E3
6.290420434E2,1.022071304E3
6.301095894E2,1.022067261E3
6.311771804E2,1.022062378E3
6.322447694E2,1.022057419E3
6.333123434E2,1.022055054E3
6.343800244E2,1.022051239E3
6.354476324E2,1.022044907E3
6.365152624E2,1.022036743E3
6.375828774E2,1.022030869E3
6.386505254E2,1.022023163E3
6.397181974E2,1.022018433E3
6.407858224E2,1.022011261E3
6.418534574E2,1.022011261E3
6.429210774E2,1.022013245E3
6.439887264E2,1.022017365E3
6.450563294E2,1.022017593E3
6.461239784E2,1.022024536E3
6.471916344E2,1.022024536E3
6.482593004E2,1.022016525E3
6.493269804E2,1.022009964E3
6.503946484E2,1.022004776E3
6.514623194E2,1.021990433E3
6.525299524E2,1.021978912E3
6.535975594E2,1.021964111E3
6.546651924E2,1.021949158E3
6.557328234E2,1.021935272E3
6.568004784E2,1.021924591E3
6.578681284E2,1.021921768E3
6.589357524E2,1.021921768E3
6.600033934E2,1.021931534E3
6.610710254E2,1.021942825E3
6.621387094E2,1.021956177E3
6.632064194E2,1.021969986E3
6.642741094E2,1.021980515E3
6.653417474E2,1.021986618E3
6.664093804E2,1.021992798E3
6.674770094E2,1.021996765E3
6.685446874E2,1.021998825E3
6.696123484E2,1.022003250E3
6.706799804E2,1.022007294E3
6.717475924E2,1.022012939E3
6.728152204E2,1.022021790E3
6.738828444E2,1.022030869E3
6.749504954E2,1.022036514E3
6.760181464E2,1.022038651E3
6.770858324E2,1.022040939E3
6.781535804E2,1.022041397E3
6.792213274E2,1.022041779E3
6.802890874E2,1.022044907E3
6.813568524E2,1.022055435E3
6.824245874E2,1.022069244E3
6.834923564E2,1.022083511E3
6.845601644E2,1.022097168E3
6.856279424E2,1.022110672E3
6.866957464E2,1.022119675E3
6.877635114E2,1.022119904E3
6.888312794E2,1.022119904E3
6.898990054E2,1.022110062E3
6.909667864E2,1.022106476E3
6.920345804E2,1.022092361E3
6.931023974E2,1.022079697E3
6.941702074E2,1.022069016E3
6.952379534E2,1.022064819E3
6.963057064E2,1.022050858E3
6.973734304E2,1.022035675E3
6.984411754E2,1.022018814E3
6.995089414E2,1.022002869E3
7.005766974E2,1.021987686E3
7.016444364E2,1.021976700E3
7.027122054E2,1.021976700E3
7.037799704E2,1.021989212E3
7.048476804E2,1.022005157E3
7.059154094E2,1.022020569E3
7.069831714E2,1.022020569E3
7.080509694E2,1.022019272E3
7.091187294E2,1.021995697E3
7.101864924E2,1.021966476E3
7.112542664E2,1.021935959E3
7.123220564E2,1.021915512E3
7.133898344E2,1.021906662E3
7.144576274E2,1.021906662E3
7.155254174E2,1.021916733E3
7.165932034E2,1.021930618E3
7.176610134E2,1.021947479E3
7.187288464E2,1.021966705E3
7.197966734E2,1.021980286E3
7.208644644E2,1.021991882E3
7.219322684E2,1.022000275E3
7.230001414E2,1.022013245E3
7.240679984E2,1.022033844E3
7.251357594E2,1.022056274E3
7.262035594E2,1.022079239E3
7.272713924E2,1.022097778E3
7.283391824E2,1.022097778E3
7.294070124E2,1.022096710E3
7.304748244E2,1.022080383E3
7.315426444E2,1.022053223E3
7.326104594E2,1.022025452E3
7.336782934E2,1.022007675E3
7.347461154E2,1.021997757E3
7.358139754E2,1.021984558E3
