"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.694979235E2,-2.759431076E1,3.584239960E1,-4.071380615E0
3.695177775E2,-2.597201920E1,3.679512024E1,-3.542999268E0
3.695376315E2,-2.431536484E1,3.797186661E1,-4.063323975E0
3.695574855E2,-2.275364304E1,3.876771164E1,-4.291381836E0
3.695773395E2,-2.161567307E1,3.952827835E1,-3.472396851E0
3.695971935E2,-2.088565445E1,4.011991119E1,-2.906906128E0
3.696170465E2,-1.996795273E1,4.042544174E1,-2.556976318E0
3.696369005E2,-1.945363998E1,4.050448227E1,-2.811584473E0
3.696567545E2,-1.978756332E1,3.980133438E1,-3.135375977E0
3.696766085E2,-2.094092178E1,3.907475662E1,-2.962005615E0
3.696964625E2,-2.249438858E1,3.850796127E1,-2.406875610E0
3.697163165E2,-2.374666214E1,3.839704132E1,-1.991088867E0
3.697361705E2,-2.470250320E1,3.803559494E1,-9.863281250E-1
3.697560235E2,-2.528525925E1,3.760916901E1,-8.569793701E-1
3.697758775E2,-2.576118851E1,3.691109467E1,-3.388977051E-1
3.697957315E2,-2.660039139E1,3.614494324E1,-1.057586670E-1
3.698155855E2,-2.722816849E1,3.541779327E1,1.608276367E-1
3.698354395E2,-2.826544571E1,3.428680801E1,5.259857178E-1
3.698552935E2,-2.995499802E1,3.277893066E1,1.258743286E0
3.698751465E2,-3.130023575E1,3.172923660E1,2.164932251E0
3.698950005E2,-3.302867508E1,2.994831467E1,2.456512451E0
3.699148541E2,-3.423610306E1,2.840157318E1,2.792083740E0
3.699347081E2,-3.581287766E1,2.723823166E1,2.725997925E0
3.699545621E2,-3.701088333E1,2.600166321E1,3.105346680E0
3.699744161E2,-3.740440750E1,2.530857849E1,3.429077148E0
3.699942701E2,-3.906182480E1,2.374290466E1,3.305297852E0
3.700141231E2,-3.925987625E1,2.320882034E1,3.616027832E0
3.700339771E2,-3.996099472E1,2.235120773E1,3.601547241E0
3.700538311E2,-4.046094131E1,2.182970428E1,4.133422852E0
3.700736851E2,-4.063733292E1,2.153861618E1,4.103775024E0
3.700935391E2,-4.125188828E1,2.145054245E1,3.858993530E0
3.701133931E2,-4.129603958E1,2.183953857E1,3.778701782E0
3.701332461E2,-4.089496231E1,2.252528763E1,3.036315918E0
3.701531001E2,-4.018732834E1,2.344431686E1,1.725479126E0
3.701729541E2,-3.967367172E1,2.475860596E1,2.985229492E-1
3.701928081E2,-3.831120682E1,2.609705353E1,-9.670104980E-1
3.702126621E2,-3.713392258E1,2.771986008E1,-1.794372559E0
3.702325161E2,-3.537555313E1,2.897562408E1,-2.120895386E0
3.702523701E2,-3.410004807E1,3.024200439E1,-2.003051758E0
3.702722231E2,-3.240369034E1,3.196088409E1,-1.879760742E0
3.702920771E2,-3.130330276E1,3.321701431E1,-1.238388062E0
3.703119311E2,-2.944553757E1,3.435562515E1,-5.424957275E-1
3.703317851E2,-2.794739151E1,3.571667480E1,-6.155395508E-1
3.703516391E2,-2.622841263E1,3.715220261E1,-6.711730957E-1
3.703714931E2,-2.448865128E1,3.836430740E1,-1.370285034E0
3.703913461E2,-2.318940353E1,3.930936432E1,-1.596588135E0
3.704112001E2,-2.150204849E1,4.011479950E1,-1.331054688E0
3.704310541E2,-2.026694870E1,4.046695709E1,-1.462249756E0
3.704509081E2,-1.990333176E1,4.025225830E1,-1.606536865E0
3.704707621E2,-2.047687912E1,4.014577484E1,-8.394317627E-1
3.704906161E2,-2.116242599E1,4.040477753E1,-5.360717773E-1
3.705104701E2,-2.160530472E1,4.064432526E1,-8.149719238E-1
3.705303231E2,-2.246777725E1,4.044585037E1,-8.521575928E-1
3.705501771E2,-2.320122910E1,3.993067551E1,-9.951629639E-1
3.705700311E2,-2.423257065E1,3.944112778E1,-9.784698486E-1
3.705898851E2,-2.504045486E1,3.878194427E1,-9.858245850E-1
3.706097391E2,-2.587076187E1,3.801281738E1,-6.242370605E-1
3.706295931E2,-2.707944870E1,3.702643967E1,-3.626708984E-1
3.706494461E2,-2.856578445E1,3.610472107E1,1.215515137E-1
3.706693001E2,-3.012762070E1,3.529622269E1,5.429077148E-1
3.706891541E2,-3.110254288E1,3.465665436E1,1.251708984E0
3.707090081E2,-3.271179581E1,3.307699966E1,1.252716064E0
3.707288621E2,-3.441364670E1,3.181019592E1,1.120971680E0
3.707487161E2,-3.614912796E1,3.034103012E1,1.223983765E0
3.707685701E2,-3.762486649E1,2.885886383E1,1.294326782E0
3.707884231E2,-3.901576614E1,2.763791656E1,1.835189819E0
3.708082771E2,-3.979245377E1,2.617779160E1,1.858276367E0
3.708281311E2,-4.090256882E1,2.483316803E1,2.851165771E0
3.708479851E2,-4.175302505E1,2.356217575E1,3.703384399E0
3.708678391E2,-4.226543045E1,2.254105377E1,3.823181152E0
3.708876931E2,-4.282415390E1,2.183350754E1,3.949691772E0
3.709075460E2,-4.300693130E1,2.180643463E1,3.305236816E0
3.709274000E2,-4.300149918E1,2.209569931E1,2.367126465E0
3.709472540E2,-4.259680557E1,2.278258514E1,2.002914429E0
3.709671080E2,-4.228696823E1,2.333311844E1,8.724060059E-1
3.709869620E2,-4.139185715E1,2.417054749E1,1.601562500E-1
3.710068160E2,-4.038312912E1,2.524836349E1,-7.045135498E-1
3.710266700E2,-3.909445572E1,2.638143158E1,-1.368164062E0
3.710465230E2,-3.819736099E1,2.755453110E1,-2.495346069E0
3.710663770E2,-3.637531662E1,2.906996155E1,-3.138412476E0
3.710862310E2,-3.492624283E1,3.037594223E1,-2.974136353E0
3.711060850E2,-3.329114914E1,3.195936203E1,-2.800109863E0
3.711259390E2,-3.188671494E1,3.344782639E1,-3.229187012E0
3.711457930E2,-3.016376877E1,3.492912292E1,-2.850952148E0
3.711656460E2,-2.856414413E1,3.633401871E1,-2.144058228E0
3.711855000E2,-2.674536514E1,3.763829422E1,-2.584152222E0
3.712053540E2,-2.435345840E1,3.895738220E1,-3.481155396E0
3.712252080E2,-2.255342484E1,3.972433853E1,-3.455642700E0
3.712450620E2,-2.122165298E1,3.991179657E1,-2.997207642E0
3.712649160E2,-2.112399673E1,4.020768738E1,-2.422500610E0
3.712847700E2,-2.080673599E1,4.060744476E1,-1.715789795E0
3.713046230E2,-2.084389114E1,4.125681305E1,-1.198226929E0
3.713244770E2,-2.091241837E1,4.134671783E1,-1.926467896E0
3.713443310E2,-2.114495468E1,4.082054138E1,-2.347366333E0
3.713641850E2,-2.173205185E1,4.104413605E1,-2.684906006E0
3.713840390E2,-2.217788315E1,4.090568161E1,-3.301284790E0
3.714038930E2,-2.303875351E1,4.010078812E1,-3.390655518E0
3.714237460E2,-2.421849442E1,3.889289093E1,-3.507583618E0
3.714436000E2,-2.558439255E1,3.809930038E1,-3.141738892E0
3.714634540E2,-2.711487961E1,3.758773422E1,-2.248291016E0
3.714833080E2,-2.800311661E1,3.713866806E1,-1.871917725E0
3.715031620E2,-2.946500015E1,3.654428864E1,-1.173400879E0
3.715230160E2,-3.081425095E1,3.562450027E1,-4.727172852E-1
3.715428700E2,-3.246590805E1,3.438117218E1,2.154541016E-1
3.715627230E2,-3.378306961E1,3.299708176E1,5.371704102E-1
3.715825770E2,-3.538219070E1,3.196901321E1,1.280242920E0
3.716024310E2,-3.661487961E1,3.029690552E1,1.808746338E0
3.716222850E2,-3.800570297E1,2.896960449E1,1.794586182E0
3.716421390E2,-3.926729202E1,2.735732269E1,1.648605347E0
