"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.542957570E2,-3.740945435E1,2.405082321E1,1.646904182E1
1.543156090E2,-3.811299133E1,2.298754883E1,1.692666817E1
1.543354620E2,-3.844947815E1,2.213305855E1,1.684758377E1
1.543553140E2,-3.864291382E1,2.089168549E1,1.767892838E1
1.543751660E2,-3.890640259E1,2.009730911E1,1.807622910E1
1.543950190E2,-3.972981262E1,1.883221054E1,1.769812393E1
1.544148710E2,-4.035089111E1,1.795611572E1,1.707206917E1
1.544347230E2,-4.109220886E1,1.669416428E1,1.611100578E1
1.544545750E2,-4.183634949E1,1.592211151E1,1.663284302E1
1.544744280E2,-4.215995789E1,1.512535477E1,1.618774414E1
1.544942800E2,-4.264778137E1,1.448705959E1,1.626787949E1
1.545141320E2,-4.283087158E1,1.398460960E1,1.589250946E1
1.545339840E2,-4.308100891E1,1.430998325E1,1.538501930E1
1.545538370E2,-4.305096436E1,1.427686310E1,1.578283501E1
1.545736890E2,-4.263029480E1,1.492272186E1,1.591884041E1
1.545935410E2,-4.282202148E1,1.502066422E1,1.562903976E1
1.546133940E2,-4.266645813E1,1.523348427E1,1.528272057E1
1.546332460E2,-4.294871521E1,1.551260376E1,1.499760056E1
1.546530980E2,-4.276678467E1,1.586646080E1,1.427049828E1
1.546729500E2,-4.256030273E1,1.627684784E1,1.410624123E1
1.546928030E2,-4.233106995E1,1.651506042E1,1.476242256E1
1.547126550E2,-4.192256165E1,1.705686951E1,1.464661407E1
1.547325070E2,-4.164602661E1,1.769913673E1,1.510719490E1
1.547523600E2,-4.132992554E1,1.822774506E1,1.467355347E1
1.547722120E2,-4.106097412E1,1.913784409E1,1.424785233E1
1.547920640E2,-4.064161682E1,1.999711227E1,1.379851151E1
1.548119160E2,-4.070140076E1,2.110712624E1,1.307612801E1
1.548317690E2,-4.055151367E1,2.208436966E1,1.242949486E1
1.548516210E2,-4.008795166E1,2.270368195E1,1.165721703E1
1.548714730E2,-3.954434204E1,2.373616791E1,1.157004166E1
1.548913250E2,-3.912297058E1,2.490803719E1,1.142590523E1
1.549111780E2,-3.848220825E1,2.567904854E1,1.163076019E1
1.549310300E2,-3.783670044E1,2.673194122E1,1.060820007E1
1.549508820E2,-3.708688354E1,2.757173920E1,9.222816467E0
