"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.541414239E2,5.212172233E1,5.054350267E0,3.163981390E0,NaN,NaN,1.093498905E3,3.185472018E1
7.602924089E2,5.212103968E1,5.058748245E0,3.163981390E0,NaN,NaN,9.599538271E2,3.186467802E1
7.603045039E2,5.212103968E1,5.058748246E0,3.163981390E0,NaN,NaN,9.599540500E2,3.186467802E1
7.603116930E2,5.212103968E1,5.058748246E0,3.163981390E0,NaN,NaN,9.599541321E2,3.186467802E1
7.603173720E2,5.212103968E1,5.058748246E0,3.163981390E0,NaN,NaN,9.599541908E2,3.186467802E1
7.659714930E2,5.212091077E1,5.059658630E0,3.163981390E0,NaN,NaN,9.845137586E2,3.186817184E1
7.659787500E2,5.212091077E1,5.059658630E0,3.163981390E0,NaN,NaN,9.845138489E2,3.186817184E1
7.659895160E2,5.212091077E1,5.059658630E0,3.163981390E0,NaN,NaN,9.845140442E2,3.186817184E1
7.698914640E2,5.212057692E1,5.059456888E0,3.163981390E0,NaN,NaN,1.011077249E3,3.187046274E1
7.698990129E2,5.212057692E1,5.059456888E0,3.163981390E0,NaN,NaN,1.011077324E3,3.187046274E1
7.698996730E2,5.212057692E1,5.059456888E0,3.163981390E0,NaN,NaN,1.011077324E3,3.187046274E1
7.699602560E2,5.212057692E1,5.059456888E0,3.163981390E0,NaN,NaN,1.011083916E3,3.187046284E1
7.814125650E2,5.211694128E1,5.063545616E0,3.163981390E0,NaN,NaN,1.033007564E3,3.189439415E1
7.814218429E2,5.211694128E1,5.063545617E0,3.163981390E0,NaN,NaN,1.033007684E3,3.189439415E1
7.814226019E2,5.211694128E1,5.063545617E0,3.163981390E0,NaN,NaN,1.033007686E3,3.189439415E1
7.887692790E2,5.211659646E1,5.067960149E0,3.163981390E0,NaN,NaN,9.761535001E2,3.190645486E1
7.887782949E2,5.211659646E1,5.067960149E0,3.163981390E0,NaN,NaN,9.761536471E2,3.190645486E1
7.887795429E2,5.211659646E1,5.067960149E0,3.163981390E0,NaN,NaN,9.761536542E2,3.190645486E1
7.887887490E2,5.211659646E1,5.067960149E0,3.163981390E0,NaN,NaN,9.761537634E2,3.190645486E1
8.040550450E2,5.211470386E1,5.071006616E0,3.163981390E0,NaN,NaN,9.311074357E2,3.191801769E1
8.040599910E2,5.211470386E1,5.071006616E0,3.163981390E0,NaN,NaN,9.311074715E2,3.191801769E1
8.040773410E2,5.211470386E1,5.071006617E0,3.163981390E0,NaN,NaN,9.311079294E2,3.191801769E1
8.040780180E2,5.211470386E1,5.071006617E0,3.163981390E0,NaN,NaN,9.311079294E2,3.191801769E1
8.091751850E2,5.211454775E1,5.071113055E0,3.163981390E0,NaN,NaN,9.644025573E2,3.192177469E1
8.091795280E2,5.211454775E1,5.071113055E0,3.163981390E0,NaN,NaN,9.644025573E2,3.192177469E1
8.091843719E2,5.211454775E1,5.071113055E0,3.163981390E0,NaN,NaN,9.644025573E2,3.192177469E1
8.091860349E2,5.211454775E1,5.071113055E0,3.163981390E0,NaN,NaN,9.644025573E2,3.192177469E1
8.146454680E2,5.211368672E1,5.072364178E0,3.163981390E0,NaN,NaN,9.616076933E2,3.192207770E1
8.146573620E2,5.211368672E1,5.072364178E0,3.163981390E0,NaN,NaN,9.616079090E2,3.192207770E1
8.146586540E2,5.211368672E1,5.072364178E0,3.163981390E0,NaN,NaN,9.616079108E2,3.192207770E1
