"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.545488938E2,5.232833559E1,4.977165124E0,-2.691358449E0,3.170938852E0,4.038340530E1,4.644298312E0,3.546716794E0
1.555488894E2,5.232835547E1,4.977182778E0,-2.893706181E0,2.860657248E0,3.564870555E1,4.702635607E0,3.530257280E0
1.565488867E2,5.232837884E1,4.977213625E0,-2.542433848E0,2.995605170E0,3.656254841E1,4.731122830E0,3.405127970E0
1.575488824E2,5.232839979E1,4.977231655E0,-2.308090194E0,2.816690358E0,3.243932183E1,4.732830730E0,3.336177128E0
1.585488789E2,5.232842066E1,4.977265991E0,-1.453293013E0,2.832061337E0,3.483882739E1,4.749243533E0,3.350040400E0
1.595488752E2,5.232844405E1,4.977301660E0,-1.223694402E0,3.045393908E0,3.760045058E1,4.700091457E0,3.241888151E0
1.605488727E2,5.232846334E1,4.977339996E0,-2.002279847E0,3.102883138E0,4.251170791E1,4.708674850E0,3.159945430E0
1.615488700E2,5.232848793E1,4.977366412E0,-1.114259650E0,3.063285487E0,4.137110017E1,4.663119913E0,3.320241492E0
1.625488663E2,5.232850899E1,4.977380681E0,3.054480478E-1,2.663409051E0,3.801401757E1,4.651274382E0,3.345199643E0
1.635488645E2,5.232853604E1,4.977410431E0,-1.413540998E-1,2.933478135E0,3.732795226E1,4.721549398E0,3.550292181E0
1.645488614E2,5.232855825E1,4.977451008E0,-8.073427724E-1,3.113701691E0,4.459348157E1,4.617843040E0,3.647983842E0
1.655488592E2,5.232857834E1,4.977478631E0,-1.514447414E0,2.962635676E0,4.405396312E1,4.617197817E0,3.614069705E0
1.665488572E2,5.232859525E1,4.977512279E0,-1.168583313E0,2.863509136E0,4.816448419E1,4.634132943E0,3.535280107E0
1.675488560E2,5.232860925E1,4.977550667E0,-1.319467827E0,2.818733119E0,5.492964391E1,4.608217706E0,3.389787823E0
1.685488529E2,5.232862006E1,4.977601622E0,-9.179787673E-1,3.020465443E0,6.277119341E1,4.580357802E0,3.326673022E0
1.695488693E2,5.232862991E1,4.977637816E0,-1.012271009E-1,2.856906872E0,6.740075644E1,4.936521118E0,3.325772440E0
1.705488491E2,5.232864425E1,4.977674530E0,-5.259081535E-1,2.965476692E0,6.509884561E1,5.069494579E0,3.078156390E0
1.715488480E2,5.232865487E1,4.977703506E0,-2.717355639E-1,2.730751850E0,6.327761115E1,5.148350170E0,3.036893108E0
1.725488459E2,5.232866880E1,4.977737305E0,-6.081198482E-1,2.649058652E0,6.176243393E1,5.459153975E0,3.081624867E0
1.735488435E2,5.232867734E1,4.977787380E0,-1.307333671E0,2.939730782E0,6.841265135E1,5.415697922E0,3.086101815E0
1.745488416E2,5.232869083E1,4.977825166E0,-1.401260090E0,2.811977191E0,6.692530500E1,5.402976982E0,3.217008095E0
1.755488402E2,5.232870025E1,4.977868443E0,-1.383851200E0,2.841139435E0,6.898814414E1,5.471784849E0,3.262787642E0
1.765488386E2,5.232871054E1,4.977901488E0,-1.649968555E0,2.747062565E0,6.751728414E1,5.649347484E0,3.280644673E0
1.775488377E2,5.232871274E1,4.977944115E0,-1.290533604E0,2.661251560E0,7.379885086E1,5.578070061E0,3.149417000E0
1.785488359E2,5.232872587E1,4.977991945E0,-8.012909601E-1,2.980968667E0,7.235360264E1,5.537790127E0,3.000000000E0
1.795488353E2,5.232873765E1,4.978032121E0,-8.911920553E-1,3.002940527E0,7.243237832E1,5.531523079E0,3.000000000E0
1.805488340E2,5.232875064E1,4.978086220E0,-8.989587435E-1,3.179081489E0,7.039189191E1,5.426714529E0,3.000000000E0
1.815488324E2,5.232876099E1,4.978136623E0,-1.767041232E0,3.266607239E0,7.330793201E1,5.451339366E0,3.000000000E0
1.825488313E2,5.232876695E1,4.978177666E0,-1.184948161E0,3.048557946E0,7.727503111E1,5.338502898E0,3.000000000E0
1.835488309E2,5.232875959E1,4.978220095E0,-1.412052552E0,2.768727812E0,8.864200242E1,5.390799410E0,3.000195834E0
1.845488281E2,5.232876525E1,4.978260137E0,-1.548679513E0,2.757949485E0,8.112446436E1,5.274711566E0,3.000000000E0
1.855488275E2,5.232878299E1,4.978298524E0,-2.022195574E0,2.815696132E0,6.725199327E1,5.165551945E0,3.211710328E0
1.865488265E2,5.232881065E1,4.978336076E0,-1.885948597E0,3.018105379E0,5.180258138E1,5.070108063E0,3.465415696E0
1.875488250E2,5.232883280E1,4.978372038E0,-1.727814460E0,3.293871259E0,4.568154019E1,5.010505619E0,3.683817338E0
1.885488254E2,5.232885200E1,4.978400260E0,-9.904486574E-1,3.067381542E0,4.258675750E1,5.071852953E0,3.682070008E0
1.895488242E2,5.232886990E1,4.978429259E0,-1.819264563E0,2.839504332E0,4.417069047E1,4.986206362E0,3.758363568E0
1.905488220E2,5.232888527E1,4.978457443E0,-8.334807539E-1,2.592416073E0,4.682985768E1,5.005494945E0,3.947992252E0
1.915488220E2,5.232890163E1,4.978489636E0,-1.309213103E0,2.624920815E0,4.859526055E1,4.996172137E0,3.772424357E0
1.925488207E2,5.232892593E1,4.978507489E0,-2.405054036E0,2.582954559E0,4.164393666E1,5.115042638E0,3.772596320E0
1.935488201E2,5.232895374E1,4.978552159E0,-1.241769239E0,3.220574636E0,4.090579788E1,5.010253819E0,3.697391898E0
1.945488191E2,5.232899033E1,4.978567397E0,-2.323712388E0,3.414464917E0,3.068600792E1,5.109849717E0,3.649411857E0
1.955488174E2,5.232901419E1,4.978587623E0,-2.450685938E0,3.125250798E0,2.816717406E1,4.979738972E0,3.618483725E0
1.965488168E2,5.232903863E1,4.978605297E0,-2.361249689E0,2.909650761E0,2.616456594E1,4.952961696E0,3.516134397E0
1.975488162E2,5.232905897E1,4.978640863E0,-1.906186601E0,3.000188020E0,3.203992009E1,4.915514523E0,3.433390026E0
1.985488160E2,5.232909326E1,4.978653006E0,-3.021987121E0,3.140884174E0,2.350388691E1,4.911637080E0,3.342969630E0
1.995488144E2,5.232911477E1,4.978690828E0,-1.993187482E0,3.258955011E0,3.210650198E1,4.873740574E0,3.249622003E0
2.005488143E2,5.232913661E1,4.978711572E0,-1.866717178E0,3.012970913E0,3.521505440E1,4.895454234E0,3.178971251E0
2.015488132E2,5.232915274E1,4.978749226E0,-1.498138767E0,3.042358147E0,4.109491040E1,4.948037838E0,3.066537207E0
2.025488118E2,5.232917202E1,4.978776802E0,-1.240586225E0,2.965852423E0,4.233507321E1,5.004710746E0,3.060535618E0
2.035488105E2,5.232918890E1,4.978814829E0,-1.960981673E0,2.965003577E0,4.946682136E1,4.974036405E0,3.000000000E0
2.045488104E2,5.232919945E1,4.978852637E0,-1.318141124E0,2.799783997E0,5.535174094E1,4.996894929E0,3.000000000E0
2.055488095E2,5.232919762E1,4.978897753E0,-9.316500695E-1,2.747213009E0,6.645911898E1,5.018508391E0,3.000000000E0
2.065488088E2,5.232922047E1,4.978930561E0,-1.693825042E0,2.980157667E0,5.801572277E1,5.038287804E0,3.003252189E0
2.075488086E2,5.232923771E1,4.978974867E0,-1.524496028E0,3.215169296E0,5.815694356E1,5.037550749E0,3.000000000E0
2.085488077E2,5.232925465E1,4.979013937E0,-1.382682818E0,3.099846606E0,5.918029478E1,5.046536846E0,3.000000000E0
