"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.110739333E0,7.838638127E-2,3.720397055E-1,-4.104679078E-2
5.130806333E0,-5.164500475E-1,1.353275180E-1,2.196916752E-2
5.150873333E0,-1.137186885E0,-7.939330935E-1,1.968056411E-1
5.170939333E0,-1.506223559E0,-7.669421434E-1,5.777681470E-1
5.191006333E0,-1.636820793E0,-2.656366490E-2,1.124225974E0
5.211073333E0,-1.562337518E0,7.238754630E-1,1.541672230E0
5.231140333E0,-1.313507915E0,1.193041325E0,1.784410238E0
5.251206333E0,-9.246752262E-1,1.296882272E0,1.886394382E0
5.271273333E0,-4.996645749E-1,1.152713299E0,1.787289619E0
5.291340333E0,-1.030974463E-1,7.517893910E-1,1.468958139E0
5.311407333E0,2.276211977E-1,2.000295818E-1,9.904666543E-1
5.331474333E0,4.164971709E-1,-1.894726455E-1,4.839970767E-1
5.351540333E0,5.057461858E-1,-1.588406861E-1,3.303420246E-1
5.371607333E0,5.434485078E-1,1.318589747E-1,4.772879481E-1
5.391674333E0,5.766060948E-1,3.909303546E-1,7.456624508E-1
5.411741333E0,5.945696831E-1,4.898574054E-1,9.697810411E-1
5.431807333E0,5.631837845E-1,3.853574395E-1,9.587592483E-1
5.451874333E0,4.233146012E-1,1.305141002E-1,7.029231787E-1
5.471941333E0,3.021136522E-1,-4.917249829E-2,3.946005404E-1
5.492008333E0,3.526030779E-1,-8.493586443E-3,1.240355894E-1
5.512074333E0,5.768472552E-1,6.296246648E-1,-1.114030741E-2
5.532141333E0,6.558956504E-1,1.402458191E0,2.951888018E-4
5.552208333E0,5.168210268E-1,1.592432261E0,-2.263533324E-1
5.572275333E0,4.671734273E-1,1.727064252E0,-6.128765941E-1
5.592342333E0,6.382272243E-1,1.808408380E0,-9.671841264E-1
5.612408333E0,1.058522940E0,2.761215210E0,-1.166462421E0
5.632475333E0,1.143241763E0,3.042211294E0,-1.225409150E0
5.652542333E0,4.176502526E-1,1.705086231E0,-1.242727160E0
5.672609333E0,-2.655223608E-1,-4.525432363E-3,-1.498808503E0
5.692675333E0,-3.104519546E-1,-1.414614469E-1,-2.123255253E0
5.712742333E0,2.470771521E-1,7.548683882E-2,-2.208240986E0
5.732809333E0,8.204306364E-1,3.172011673E-2,-1.971066594E0
5.752876333E0,1.226811409E0,-1.009107590E0,-1.520802498E0
5.772942333E0,1.336922526E0,-2.698978186E0,-7.327574492E-1
5.793009333E0,7.802112699E-1,-3.780018806E0,-1.992373914E-1
5.813076333E0,5.271211863E-1,-3.253195763E0,-6.505599618E-1
5.833143333E0,2.690547109E-1,-2.501622915E0,-1.012132525E0
5.853210333E0,-1.999903023E-1,-1.678056717E0,-1.177658200E0
5.873276333E0,-8.151814938E-1,-1.082667351E0,-1.027691126E0
5.893343333E0,-1.004218578E0,-1.074414492E0,-9.580478668E-1
5.913410333E0,-7.207921147E-1,-1.817479014E0,-1.121258259E0
5.933477333E0,-1.922639012E-1,-1.874680042E0,-1.050839901E0
5.953543333E0,-1.217774823E-1,-1.593111277E0,-6.569478512E-1
5.973610333E0,-3.024988770E-1,-1.327512980E0,-4.549966156E-1
5.993677333E0,-2.480452210E-1,-1.594836473E0,-4.486471415E-1
6.013744333E0,-2.535105944E-1,-1.571465492E0,-3.866198957E-1
6.033810333E0,-3.894504607E-1,-1.171653032E0,-2.816890180E-1
